,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Protein Mass (Da) / Cell,,,,,,,,,,,,,,,,,,
Accession,UP_AC,Description,Peptide count,Peptides used for quantitation,Confidence score,Gene,nb of possible Peptides,Molecular weight (Da),LC-MS Experiment,glucose,50 mM NaCl,pH 6,42°C,anaerobic,stationary 1 day,stationary 3 days,chemostat µ=0.12,chemostat µ=0.5,galactose,acetate,glycerol,LB,glucosamine,fumarate,succinate,pyruvate,chemostat µ=0.20,chemostat µ=0.35,glucose,50 mM NaCl,pH 6,42°C,anaerobic,stationary 1 day,stationary 3 days,chemostat µ=0.12,chemostat µ=0.5,galactose,acetate,glycerol,LB,glucosamine,fumarate,succinate,pyruvate,chemostat µ=0.20,chemostat µ=0.35
sp|P0AEA2|CSGG_ECOLI,P0AEA2,Curli production assembly/transport component CsgG OS=Escherichia coli (strain K12) GN=csgG PE=3 SV=1,1,1,95.41,csgG,16,30519.85663,OGE-fractionation,27.07482237,0.023504931,0.101741934,1.085298196,0.357322912,18.59140154,0.972988325,below LOQ,10.98536509,3.758642308,16.20495081,8.369448924,5.639818816,4.544024049,0.326323687,3.132688094,4.239254349,6.432372505,0.528437071,826319.697,717.3671101,3105.149226,33123.14533,10905.44404,567406.9097,29695.46417,below LOQ,335271.7676,114713.2244,494572.7753,255434.3812,172126.4617,138682.9625,9959.352136,95609.1915,129381.4349,196315.0866,16127.82364
sp|P0AEF8|DPPB_ECOLI,P0AEF8,Dipeptide transport system permease protein dppB OS=Escherichia coli (strain K12) GN=dppB PE=1 SV=1,1,1,56.89,dppB,10,37454.16911,OGE-fractionation,3.79632926,8.016319241,3.952975097,7.836303849,4.091324253,0.645875945,7.281767103,0.212049145,0.924025723,0.101767408,0.407939451,0.598173295,0.652007253,0.465796663,4.455763693,0.119011814,0.495397016,1.381711022,10.77592152,142188.3581,300244.5765,148055.3978,293502.2495,153237.1505,24190.74688,272732.5365,7942.124555,34608.61569,3811.613696,15279.03319,22404.08373,24420.38992,17446.02699,166886.9269,4457.48859,18554.68363,51750.83829,403603.187
sp|P0AEV1|HNR_ECOLI,P0AEV1,Protein hnr OS=Escherichia coli (strain K12) GN=hnr PE=1 SV=1,3,1,128.05,hnr ,18,37260.50082,OGE-fractionation,1.717918189,7.705325604,3.361572686,5.276122,1.423544991,1.483710928,0.443938918,0.02015661,8.91938E-05,0.102136097,0.339159002,6.37268072,8.271065142,0.398148518,below LOQ,0.376529866,0.764856761,0.036493181,below LOQ,64010.49208,287104.291,125253.8818,196590.9481,53041.99929,55283.81226,16541.38642,751.0453733,3.323406777,3805.642114,12637.23426,237449.2752,308184.0295,14835.21319,below LOQ,14029.69137,28498.94598,1359.754208,below LOQ
sp|P0AF59|YJDI_ECOLI,P0AF59,Uncharacterized protein yjdI OS=Escherichia coli (strain K12) GN=yjdI PE=1 SV=1,1,1,76,yjdI,4,8526.257,OGE-fractionation,104.2548465,38.91574859,48.73324239,41.44826753,57.01026116,80.38290504,31.44613755,73.98945342,62.02963721,2.092908535,39.99243838,43.81671344,29.94952302,15.84982591,0.005017875,33.18892481,26.88981972,4.575023147,17.91108693,888903.6148,331805.6739,415512.149,353398.5812,486084.1383,685365.3068,268117.8504,630853.0952,528880.6285,17844.67604,340985.8077,373592.5597,255357.3303,135139.6891,42.78369211,282977.3025,229269.5136,39007.82313,152714.5303
sp|P0AF82|YJFN_ECOLI,P0AF82,Uncharacterized protein YjfN OS=Escherichia coli (strain K12) GN=yjfN PE=3 SV=1,1,1,46.8,yjfN,3,9924.90286,OGE-fractionation,4.452216694,7.989039982,4.05278991,6.800713733,3.06019159,1.973477835,2.121080309,1.26911352,9.619846688,3.311510181,3.681746904,0.340223164,52.15040998,8.305111054,3.492858348,13.68600876,16.55364124,16.0013596,18.97162716,44187.8182,79290.44577,40223.54617,67496.42317,30372.10427,19586.57581,21051.51602,12595.82841,95476.0439,32866.41687,36540.98037,3376.681858,517587.7531,82427.42045,34666.27981,135832.3075,164293.2813,158811.9396,188291.5566
sp|P0AG59|RS14_ECOLI,P0AG59,30S ribosomal protein S14 OS=Escherichia coli (strain K12) GN=rpsN PE=1 SV=2,1,1,91.12,rpsN,5,11555.25364,OGE-fractionation,196.7507388,267.3113681,222.8361804,103.7877765,152.605771,87.7475808,67.77749791,31.85743686,76.26992234,47.92116924,66.56924579,151.3223698,609.6536899,151.24575,9.170403015,88.14404599,48.86453422,12.4961827,227.6119253,2273504.691,3088850.659,2574928.585,1199294.082,1763398.391,1013945.552,783186.1794,368120.7633,881318.2978,553741.2653,769224.5197,1748568.364,7044703.019,1747683.003,105966.3328,1018526.808,564642.0869,144396.5606,2630113.529
sp|P0AG90|SECD_ECOLI,P0AG90,Protein-export membrane protein secD OS=Escherichia coli (strain K12) GN=secD PE=3 SV=1,3,1,100.6,secD,36,66572.67588,OGE-fractionation,0.145789522,1.71170204,1.016699543,0.544912019,0.692453943,1.767976817,0.020501889,0.026342307,0.002607819,0.019295197,below LOQ,1.410575023,5.710051018,below LOQ,0.067830821,0.077375846,below LOQ,0.000239838,below LOQ,9705.598612,113952.5851,67684.40913,36276.25123,46098.51193,117698.9476,1364.865611,1753.67784,173.6094929,1284.532915,below LOQ,93905.75381,380133.3757,below LOQ,4515.679294,5151.117111,below LOQ,15.96668581,below LOQ
sp|P0CB39|CPTA_ECOLI,P0CB39,Phosphoethanolamine transferase CptA OS=Escherichia coli (strain K12) GN=cptA PE=1 SV=1,1,1,52.19,cptA,33,66549.84405,OGE-fractionation,7.092592543,3.295457862,2.534109357,5.719199379,1.176791725,0.548417968,5.252632767,0.096407128,0.358054549,0.125652059,0.098337088,2.119734818,0.82649329,1.41021678,2.490514509,1.017285734,0.554654837,0.2819991,0.297207593,472010.9276,219312.2068,168644.5825,380611.8267,78315.30576,36497.13027,349561.8915,6415.879337,23828.47437,8362.124945,6544.317898,141068.0216,55002.99954,93849.7068,165743.3522,67700.20695,36912.19292,18766.99616,19779.11898
sp|P10902|NADB_ECOLI,P10902,L-aspartate oxidase OS=Escherichia coli (strain K12) GN=nadB PE=1 SV=4,1,1,46.01,nadB,34,60281.35972,OGE-fractionation,2.423059048,below LOQ,1.997384111,1.845769611,0.466752123,below LOQ,below LOQ,below LOQ,below LOQ,below LOQ,below LOQ,below LOQ,below LOQ,below LOQ,below LOQ,below LOQ,below LOQ,below LOQ,below LOQ,146065.2941,below LOQ,120405.0301,111265.5019,28136.45261,below LOQ,below LOQ,below LOQ,below LOQ,below LOQ,below LOQ,below LOQ,below LOQ,below LOQ,below LOQ,below LOQ,below LOQ,below LOQ,below LOQ
sp|P11349|NARH_ECOLI,P11349,Respiratory nitrate reductase 1 beta chain OS=Escherichia coli (strain K12) GN=narH PE=1 SV=3,1,1,61.69,narH,33,58010.79932,OGE-fractionation,0.809602244,3.706194213,0.152925518,1.06894652,2.367729044,0.474604972,0.05065367,0.107623279,0.08566983,0.085218788,0.062504834,1.10234132,17.95348876,0.888638072,0.450941075,0.124851348,2.025887209,0.064835607,0.194099645,46965.67333,214999.2887,8871.331559,62010.44204,137353.8544,27532.21376,2938.459914,6243.312419,4969.775335,4943.610027,3625.955354,63947.70108,1041496.233,51550.60485,26159.45223,7242.726466,117523.3363,3761.165376,11259.87553
sp|P13656|CHIA_ECOLI,P13656,Probable bifunctional chitinase/lysozyme OS=Escherichia coli (strain K12) GN=chiA PE=1 SV=2,1,1,59.34,chiA,39,96978.97544,OGE-fractionation,3.020887538,5.381474146,3.408738352,2.923076622,3.038985637,1.358695016,1.586242595,1.219898336,1.779906094,0.59228992,1.21773671,3.502633497,8.538326498,5.369527519,1.528856686,2.54243754,0.102053821,0.504947681,0.945912448,292962.5783,521889.849,330575.9529,283476.9759,294717.7134,131764.8505,153832.1817,118304.4908,172613.4694,57439.66956,118094.8585,339681.8079,828038.1558,520731.2773,148266.955,246562.9877,9897.075005,48969.30875,91733.62004
sp|P18393|YBDZ_ECOLI,P18393,Uncharacterized protein ybdZ OS=Escherichia coli (strain K12) GN=ybdZ PE=4 SV=1,1,1,65.68,ybdZ,2,8247.87699,OGE-fractionation,66.61580962,121.3127742,35.4488418,166.1768778,96.18948893,2.950002299,2.619839173,40.36522153,87.67583581,64.35669017,45.17964603,73.86766681,96.13408539,86.43987267,73.11992851,59.05863334,5.947270068,2.554985119,173.3170674,549439.0033,1000572.839,292377.6866,1370606.447,793359.0725,24331.25608,21608.11123,332927.3819,723139.5087,530806.064,372636.1629,609251.4294,792902.1108,712945.4368,603084.1759,487108.343,49052.35194,21073.20297,1429497.852
sp|P23485|FECR_ECOLI,P23485,Protein fecR OS=Escherichia coli (strain K12) GN=fecR PE=4 SV=1,1,1,67.38,fecR,20,35492.42604,OGE-fractionation,2.986889106,9.274938621,13.59538788,85.60955849,7.495544063,0.046682057,0.211427704,1.022231325,2.688821328,1.306966461,1.231219847,2.96705887,0.559672513,3.464451584,7.886089174,1.37797169,3.320086682,1.281360256,5.514232419,106011.9407,329190.073,482533.299,3038490.923,266035.0433,1656.859454,7504.082149,36281.4697,95432.79212,46387.41044,43698.97935,105308.1175,19864.13528,122961.7916,279896.4368,48907.55828,117837.931,45478.58413,195713.4863
sp|P27238|YFED_ECOLI,P27238,Uncharacterized protein yfeD OS=Escherichia coli (strain K12) GN=yfeD PE=4 SV=3,1,1,105.33,yfeD,6,14882.64968,OGE-fractionation,14.52895197,27.24117002,42.39582022,15.00878708,38.57994914,1.746230355,14.92948326,0.807495192,37.56151684,15.28476955,13.14379827,21.57315533,73.72569439,20.43751104,71.29777025,8.120819046,below LOQ,77.22042446,2.642401789,216229.3024,405420.7903,630962.1403,223370.5203,574171.8677,25988.53464,222190.2692,12017.66806,559014.8966,227477.8707,195614.5452,321065.7132,1097233.682,304164.3172,1061099.738,120859.305,below LOQ,1149244.525,39325.94014
sp|P28631|HOLB_ECOLI,P28631,DNA polymerase III subunit delta' OS=Escherichia coli (strain K12) GN=holB PE=1 SV=2,1,1,60.66,holB,19,36895.11788,OGE-fractionation,42.98677473,4.525939004,1.481406361,2.922744491,0.568888378,0.563685476,0.165953948,0.207566873,0.217838267,0.209312568,0.026712549,0.866532375,3.065628553,0.43208326,below LOQ,0.503815209,0.314132733,0.042042675,1.344192442,1586002.121,166985.0531,54656.66232,107835.0025,20989.20378,20797.24207,6122.890462,7658.204262,8037.168525,7722.61187,985.5626333,31970.81412,113106.7269,15941.76282,below LOQ,18588.32153,11589.96421,1551.169437,49594.13862
sp|P31825|TRMN6_ECOLI,P31825,tRNA (adenine-N(6)-)-methyltransferase OS=Escherichia coli (strain K12) GN=yfiC PE=1 SV=2,2,1,90.25,yfiC,11,27234.44974,OGE-fractionation,28.83627219,21.89763165,30.51152424,61.51530334,31.07326208,1.212550838,2.992818867,5.249397538,18.23692637,4.887866254,7.158762322,18.01508696,71.21798463,19.57352402,28.16467426,13.92186924,13.38282213,0.922973758,22.99825348,785340.0058,596369.9487,830964.5733,1675335.437,846263.1945,33023.15485,81507.77501,142964.4534,496672.6546,133118.3478,194964.9527,490630.9802,1939582.623,533074.1561,767049.4055,379154.4481,364473.7968,25136.68243,626344.7785
sp|P31992|PPTA_ECOLI,P31992,Tautomerase pptA OS=Escherichia coli (strain K12) GN=pptA PE=1 SV=3,1,1,61.56,pptA,5,8649.39596,OGE-fractionation,258.3709444,219.2413305,184.7081853,137.9506508,260.0902816,11.96495847,7.602880813,102.2725283,236.9998726,62.53648494,198.7599864,198.0768318,117.0890036,180.2803605,57.56955905,179.2105224,296.8709249,208.1394765,143.8645939,2234752.603,1896305.078,1597614.231,1193189.802,2249623.831,103489.6634,65760.32659,884595.5928,2049905.741,540902.8202,1719153.823,1713244.949,1012749.155,1559316.222,497941.9115,1550062.768,2567754.179,1800280.747,1244341.837
sp|P32677|YIJO_ECOLI,P32677,Uncharacterized HTH-type transcriptional regulator yijO OS=Escherichia coli (strain K12) GN=yijO PE=4 SV=1,1,1,51.31,yijO,16,32111.33842,OGE-fractionation,1.749344287,11.82373756,6.923414799,8.035541058,3.524775718,0.149068586,0.201224595,1.849309737,2.68243588,1.916054384,1.731687761,3.064812653,14.33554104,2.476944547,0.60415916,3.663895538,1.757736332,10.15906339,2.409570097,56173.78642,379676.0382,222320.1156,258031.9783,113185.266,4786.791808,6461.591056,59383.81081,86136.60633,61527.07075,55606.81172,98415.2363,460333.4098,79538.00459,19400.35923,117652.5896,56443.2662,326221.1226,77374.52082
sp|P32685|YJBD_ECOLI,P32685,Uncharacterized protein yjbD OS=Escherichia coli (strain K12) GN=yjbD PE=4 SV=1,1,1,58.09,yjbD,2,10507.58832,OGE-fractionation,110.5082802,16.97851839,82.18520201,27.94642786,73.36928362,38.94646842,20.90267554,202.0659527,195.8399911,59.53780494,96.93169843,9.545418688,40.7712983,120.9564339,36.51031286,90.72903025,155.9091675,245.6497513,364.6533119,1161175.514,178403.2815,863568.2688,293649.5589,770934.2276,409233.4567,219636.7094,2123225.845,2057806.003,625598.7438,1018518.382,100299.3299,428408.0178,1270960.412,383635.337,953343.2985,1638229.347,2581186.458,3831626.881
sp|P32705|ACTP_ECOLI,P32705,Cation/acetate symporter ActP OS=Escherichia coli (strain K12) GN=actP PE=1 SV=1,1,1,48.06,actP,13,59140.38198,OGE-fractionation,0.21672828,0.03542929,0.534155534,0.265890601,1.641244325,0.162292631,0.26451715,1.340878822,0.566095266,2.620069409,0.758812579,1.093767995,0.020659559,4.060185348,0.198960055,3.059223207,5.619558866,0.206211238,8.011968207,12817.39327,2095.301737,31590.16231,15724.87172,97063.81628,9598.048214,15643.64532,79300.0857,33479.09029,154951.9057,44876.46579,64685.85705,1221.814222,240120.9124,11766.57365,180923.629,332342.8579,12195.41136,473830.8602
sp|P33015|YEEE_ECOLI,P33015,UPF0394 inner membrane protein yeeE OS=Escherichia coli (strain K12) GN=yeeE PE=1 SV=1,2,1,47.1,yeeE,10,38057.23736,OGE-fractionation,8.166233118,1.677465041,3.244355719,5.277778358,1.182320798,0.411804996,0.124855079,0.004638138,0.128072657,5.428035605,2.516240204,13.28731582,12.19796203,12.15643876,0.439621268,7.029230253,9.154741213,0.096379422,28.85746068,310784.2721,63839.68521,123471.2157,200857.6637,44995.86325,15672.16047,4751.639383,176.5147158,4874.091492,206576.0394,95761.15069,505678.532,464220.7364,462640.4755,16730.77093,267513.0842,348404.1593,3667.934532,1098235.231
sp|P33029|YEIQ_ECOLI,P33029,Uncharacterized oxidoreductase yeiQ OS=Escherichia coli (strain K12) GN=yeiQ PE=3 SV=1,2,1,74.99,yeiQ,25,53979.49802,OGE-fractionation,0.489216989,0.733865249,0.044008267,0.193067099,0.247665164,0.520254649,0.886374531,0.034923493,0.053187928,0.022035216,0.036188627,0.935358472,4.309099713,0.478103929,1.377763747,0.309118804,0.117157913,0.118444145,0.439837039,26407.6875,39613.67773,2375.544148,10421.66507,13368.84123,28083.08482,47846.05227,1885.152628,2871.057679,1189.449895,1953.443945,50490.18077,232603.0394,25807.81007,74370.99548,16686.07788,6324.125342,6393.555476,23742.18257
sp|P36566|SMTA_ECOLI,P36566,Protein smtA OS=Escherichia coli (strain K12) GN=smtA PE=1 SV=2,1,1,71.74,smtA,13,29777.13487,OGE-fractionation,10.63375367,11.06257754,7.919616282,7.352636959,2.513966824,7.159510626,14.27165511,6.377991314,21.45597083,0.894937244,2.556449686,9.32168344,22.33468976,14.96146288,10.51589717,10.90543631,1.4065485,1.923344295,20.06718268,316642.7171,329411.8634,235823.4822,218940.4624,74858.72917,213189.7135,424968.999,189918.3076,638897.3371,26648.66702,76123.7471,277573.025,665063.0691,445509.4981,313133.2884,324732.6479,41882.98437,57271.68247,597543.2052
sp|P36667|WBBL_ECOLI,P36667,"dTDP-Rha:alpha-D-GlcNAc-pyrophosphate polyprenol, alpha-3-L-rhamnosyltransferase OS=Escherichia coli (strain K12) GN=wbbL PE=1 SV=1",1,1,87.3,wbbL,14,31022.7624,OGE-fractionation,3.234331773,0.192656999,5.907889302,5.375495645,1.958543087,2.958911847,below LOQ,0.698656881,2.924370676,1.275533122,1.887754139,3.303373355,25.66419159,6.573389791,9.775910122,3.98059818,3.55167722,6.52313842,1.325947765,100337.9061,5976.75231,183279.0461,166762.7242,60759.41683,91793.61919,below LOQ,21674.26642,90722.05666,39570.56097,58563.34811,102479.7667,796174.1178,203924.7096,303275.7369,123489.1515,110182.8385,202365.7733,41134.56247
sp|P36995|CSPB_ECOLI,P36995,Cold shock-like protein CspB OS=Escherichia coli (strain K12) GN=cspB PE=2 SV=1,4,1,83.32,cspB,6,7693.84414,OGE-fractionation,2.003384564,0.808277661,6.504977519,2.104915789,0.837367213,0.067856367,0.837019858,50.98963602,10.63752536,10.56714899,9.045847773,1.589289989,3.399973889,38.14294962,2.168979176,21.97870195,19.63455827,1.288508446,113.0917602,15413.72859,6218.762347,50048.28317,16194.89401,6442.572822,522.0763092,6439.900333,392306.3123,81843.46217,81301.99736,69597.34288,12227.74947,26158.86918,293465.9094,16687.78772,169100.7072,151065.2311,9913.583156,870110.3768
sp|P37127|AEGA_ECOLI,P37127,Protein AegA OS=Escherichia coli (strain K12) GN=aegA PE=3 SV=2,2,1,218.18,aegA,33,71779.56805,OGE-fractionation,5.255350077,below LOQ,0.06078925,8.210010824,2.385483976,below LOQ,1.245883626,0.033889217,0.290965162,0.38086351,0.005921164,0.375219199,0.445782452,0.304907427,0.597373401,0.068253967,0.052838158,0.031054708,1.73612E-05,377226.7585,below LOQ,4363.426122,589311.0307,171229.0094,below LOQ,89428.98852,2432.553341,20885.35364,27338.21824,425.0185924,26933.07201,31998.07182,21886.12338,42879.20472,4899.240264,3792.700151,2229.093522,1.246181189
sp|P37177|PT1P_ECOLI,P37177,Phosphoenolpyruvate-protein phosphotransferase ptsP OS=Escherichia coli (strain K12) GN=ptsP PE=3 SV=2,2,1,88.83,ptsP,42,83644.74272,OGE-fractionation,0.918658806,4.81476598,2.260642388,5.863488836,1.217573533,0.361104633,0.192484053,0.21279302,0.337927093,0.355781502,0.396950907,4.422961272,9.49071028,1.235666766,6.899018441,0.548003595,0.764650647,0.063861314,below LOQ,76840.97949,402729.8617,189090.8509,490450.0151,101843.6249,30204.50416,16100.27905,17799.01745,28265.82472,29759.25218,33202.8565,369957.4577,793848.0196,103357.0287,577066.6225,45837.61975,63959.00663,5341.663162,below LOQ
sp|P37610|TAUD_ECOLI,P37610,Alpha-ketoglutarate-dependent taurine dioxygenase OS=Escherichia coli (strain K12) GN=tauD PE=1 SV=3,1,1,45.86,tauD,16,32371.59819,OGE-fractionation,1.924569412,0.010342611,0.473603525,0.146722473,0.36023195,below LOQ,0.653035855,0.056456544,0.451906201,0.423317506,0.718712627,0.240243732,0.628289826,2.362565502,0.283564125,0.726666063,1.990947624,0.005960583,0.622234756,62301.38771,334.806841,15331.303,4749.640942,11661.28393,below LOQ,21139.81431,1827.588549,14628.92597,13703.4642,23265.87638,7777.07355,20338.74581,76480.02113,9179.423906,23523.34182,64450.1565,192.9535883,20142.7335
sp|P37626|YHII_ECOLI,P37626,Uncharacterized protein yhiI OS=Escherichia coli (strain K12) GN=yhiI PE=4 SV=1,2,1,188.5,yhiI,22,38786.71563,OGE-fractionation,13.41848646,12.6430027,7.68940272,6.090543487,11.83608696,105.9927506,0.675267547,0.247617405,0.298925319,0.688463762,0.204017354,34.67533029,4.322353346,1.603433573,1.463152387,2.313414027,7.790276342,3.156072386,2.493787114,520459.0183,490380.5506,298246.6767,236232.1783,459082.9391,4111110.677,26191.41032,9604.265889,11594.33134,26703.24817,7913.163099,1344942.175,167649.8901,62191.92202,56750.87557,89729.73201,302159.2332,122413.6822,96725.81162
sp|P37642|YHJD_ECOLI,P37642,Inner membrane protein yhjD OS=Escherichia coli (strain K12) GN=yhjD PE=1 SV=1,1,1,62.19,yhjD,14,37869.22146,OGE-fractionation,7.193629271,below LOQ,12.05943753,33.88805421,64.63607061,8.736710172,6.720520193,8.656886175,35.27715393,8.236467571,7.61905567,10.15295555,5.941132416,27.6939873,2.852572119,11.29054815,0.63782626,below LOQ,below LOQ,272417.14,below LOQ,456681.5106,1283314.23,2447717.672,330852.4123,254500.8675,327829.5397,1335918.355,311908.6145,288527.7065,384484.522,224986.0592,1048749.738,108024.6853,427564.2682,24153.9839,below LOQ,below LOQ
sp|P37659|YHJU_ECOLI,P37659,Uncharacterized protein yhjU OS=Escherichia coli (strain K12) GN=yhjU PE=4 SV=1,1,1,62.83,yhjU,18,61974.43042,OGE-fractionation,below LOQ,below LOQ,below LOQ,1.722797431,below LOQ,1.353265645,12.82112041,0.052697762,0.298746491,below LOQ,0.130462825,below LOQ,below LOQ,0.729362113,below LOQ,0.025063098,0.376509004,0.419257725,0.149914118,below LOQ,below LOQ,below LOQ,106769.3895,below LOQ,83867.86755,794581.6345,3265.913797,18514.64359,below LOQ,8085.3593,below LOQ,below LOQ,45201.8015,below LOQ,1553.271247,23333.93107,25983.25872,9290.842106
sp|P37678|SGBH_ECOLI,P37678,3-keto-L-gulonate-6-phosphate decarboxylase sgbH OS=Escherichia coli (strain K12) GN=sgbH PE=1 SV=1,1,1,109.1,sgbH,11,23412.03271,OGE-fractionation,45.82719194,147.9026667,186.6856771,297.2298882,175.0010562,78.04740727,6.745875196,49.92415898,57.34462795,26.4471258,51.53010063,22.4156675,22.42155018,67.8520812,3.654354531,31.23354815,43.80179819,14.3800704,179.7141044,1072907.717,3462702.071,4370691.178,6958755.866,4097130.451,1827248.452,157934.6508,1168826.043,1342554.305,619180.9743,1206424.402,524796.3407,524934.0662,1588555.145,85555.86782,731240.851,1025489.132,336666.6786,4207472.491
sp|P39407|YJJU_ECOLI,P39407,Uncharacterized protein yjjU OS=Escherichia coli (strain K12) GN=yjjU PE=3 SV=1,1,1,79.14,yjjU,16,39788.53077,OGE-fractionation,4.073551624,10.35303018,11.68663763,13.57464642,43.90801662,1.662826121,15.13473907,0.336238672,1.396040987,0.921638779,3.270676912,2.139344708,5.873300308,3.472591114,17.72373846,2.195490137,below LOQ,0.137867711,0.340545046,162080.6342,411931.8598,464994.1408,540115.2368,1747035.47,66161.40828,602189.0311,13378.44273,55546.41977,36670.65291,130135.4289,85121.38276,233689.99,138169.2984,705201.5132,87355.32688,below LOQ,5485.553661,13549.78703
